,b_id,b_permit_type,b_category,b_action_type,b_work_type,b_value,b_issue_date,b_final_date,b_expiration_date,b_status,b_latitude,b_longitude
2224,6336180,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,903193.0,2013-05-08,2014-09-16,2014-11-08,Permit Closed,47.66831327,-122.2612986
2263,6585337,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,404030.0,2017-09-08,,2019-03-08,Permit Issued,47.61507622,-122.30526090000002
2264,6373481,Construction,MULTIFAMILY,NEW,Plan Review,1252863.0,2014-03-03,2014-10-24,2015-09-03,Permit Closed,47.60204123,-122.31047240000002
2272,6580857,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,474684.0,2017-10-31,,2019-04-30,Permit Issued,47.6893068,-122.3456812
2283,6546477,Construction,COMMERCIAL,NEW,Plan Review,3986413.0,2018-02-23,,2019-08-23,Permit Issued,47.69325915,-122.343686
2284,6381180,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,270609.0,2014-03-20,2015-06-11,2015-09-20,Permit Closed,47.60417501,-122.3105623
2292,6419358,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,337266.0,2015-03-12,2016-03-31,2016-09-12,Permit Closed,47.55495526,-122.3145101
2327,6391362,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,416704.0,2014-07-08,2015-09-23,2016-01-08,Permit Closed,47.62339326,-122.2881182
2343,6473211,Construction,COMMERCIAL,NEW,Plan Review,38524043.0,2016-06-15,2017-08-16,2017-12-15,Cert of Occupancy Authorized,47.59867342,-122.3352065
2351,6329528,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,328888.0,2014-02-24,2016-10-07,2017-02-24,Permit Closed,47.65419179,-122.3855582
2372,6539409,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,476656.0,2017-02-01,,2018-08-01,Permit Issued,47.54946308,-122.3609692
2373,6550317,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,435831.0,2018-02-28,,2019-08-28,Permit Issued,47.52001212,-122.3557302
2376,6460503,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,359442.0,2015-10-23,,2018-10-23,Permit Issued,47.64578913,-122.315878
2390,6499075,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,298202.0,2016-03-08,2017-09-08,2017-09-08,Permit Closed,47.61025028,-122.3060535
2397,6424498,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,460233.0,2015-04-30,2016-02-01,2016-10-30,Permit Closed,47.67709338,-122.2920662
2404,6148655,Construction,COMMERCIAL,NEW,Plan Review,7000000.0,2013-05-17,2017-10-30,2017-11-17,Permit Closed,47.6064785,-122.3313647
2417,6366037,Construction,MULTIFAMILY,NEW,Plan Review,613976.0,2014-05-05,2017-01-09,2017-05-05,Permit Closed,47.69430997,-122.3776791
2424,6483989,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,328391.0,2016-01-25,2017-03-03,2017-07-25,Permit Closed,47.54970747,-122.3089574
2439,6495161,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,327737.0,2016-04-20,2017-05-23,2017-10-20,Permit Closed,47.71582458,-122.285006
2443,6507761,Construction,MULTIFAMILY,NEW,Plan Review,914667.0,2016-07-13,,2019-07-13,Permit Issued,47.6833648,-122.3764918
2462,6355489,Construction,COMMERCIAL,NEW,Plan Review,10100000.0,2016-02-05,2017-08-11,2019-02-05,Permit Closed,47.56082621,-122.3796587
2499,6461441,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,467514.0,2015-07-20,2016-09-02,2017-01-20,Permit Closed,47.68650052,-122.3967516
2511,6535436,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,652645.0,2016-12-14,2017-10-25,2018-06-14,Permit Closed,47.65318275,-122.3528022
2512,6351307,Construction,MULTIFAMILY,NEW,Plan Review,554730.0,2013-04-25,2014-03-06,2014-10-25,Permit Closed,47.58528648,-122.314155
2517,6498513,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,388778.0,2016-07-17,2017-10-19,2018-01-17,Permit Finaled,47.68447567,-122.3252052
2523,6509339,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,327737.0,2016-04-20,2017-05-23,2017-10-20,Permit Closed,47.71576854,-122.28477959999998
2533,6342717,Construction,COMMERCIAL,NEW,Plan Review,32360177.0,2015-02-11,2017-03-08,2018-02-11,Permit Closed,47.60649933,-122.3399674
2546,6505000,Construction,MULTIFAMILY,NEW,Plan Review,1330000.0,2017-04-12,,2018-10-12,Permit Issued,47.65942743,-122.346492
2549,6489289,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,472002.0,2016-06-11,2017-11-08,2017-12-11,Permit Closed,47.66973539,-122.399712
2553,6442499,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,370030.0,2015-05-14,2016-02-18,2016-11-14,Permit Closed,47.67550541,-122.3863962
2559,6446725,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,365665.0,2015-04-21,2016-03-28,2016-10-21,Permit Closed,47.67035485,-122.3664749
2573,6373029,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,280720.0,2013-10-23,2014-05-19,2015-04-23,Permit Closed,47.51320824,-122.3770553
2574,6352828,Construction,COMMERCIAL,NEW,Plan Review,12074956.0,2014-04-15,2016-02-23,2017-03-15,Permit Closed,47.61273006,-122.3028953
2581,6597285,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,272347.0,2017-12-07,,2019-06-07,Permit Issued,47.57699328,-122.41254779999998
2586,6483791,Construction,MULTIFAMILY,NEW,Plan Review,370417.0,2016-05-10,2017-12-01,2017-11-10,Permit Closed,47.55293981,-122.38745729999998
2605,6487952,Construction,MULTIFAMILY,NEW,Plan Review,3487945.0,2017-01-11,,2018-07-11,Permit Issued,47.62148685,-122.3270438
2610,6525740,Construction,MULTIFAMILY,NEW,Plan Review,1704206.0,2017-08-05,,2019-02-05,Permit Issued,47.58532107,-122.3985175
2614,6257754,Construction,MULTIFAMILY,NEW,Plan Review,2264568.0,2014-02-07,2015-01-20,2015-08-07,Permit Closed,47.71986382,-122.2929826
2618,6583694,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,585777.0,2017-08-27,,2019-02-27,Permit Issued,47.56658387,-122.2965706
2620,6474553,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,503789.0,2015-10-08,2017-03-31,2017-04-08,Permit Closed,47.67225985,-122.2659208
2622,6411761,Construction,MULTIFAMILY,NEW,Plan Review,759175.0,2014-11-18,,2016-05-18,Permit Issued,47.66304784,-122.3497666
2639,6401305,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,342287.0,2015-03-23,2016-05-09,2016-09-23,Permit Closed,47.69738108,-122.3031686
2641,6521562,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,418997.0,2016-05-24,2017-05-16,2017-11-24,Permit Closed,47.66366962,-122.4026602
2643,6541606,Construction,INSTITUTIONAL,NEW,Plan Review,1117780.0,2017-02-26,,2018-08-26,Permit Issued,47.63408356,-122.28484640000002
2649,6404041,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,354053.0,2014-10-30,2015-10-05,2016-04-30,Permit Closed,47.63830483,-122.3646747
2662,6398050,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,799687.0,2014-12-11,2016-01-14,2016-06-11,Permit Closed,47.67438525,-122.3818242
2663,6426184,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,268692.0,2015-06-01,2017-03-23,2018-06-01,Permit Closed,47.5490954,-122.27504209999998
2664,6387395,Construction,MULTIFAMILY,NEW,Plan Review,281170.0,2014-03-01,2015-04-06,2015-09-01,Permit Closed,47.56363524,-122.2916897
2671,6520608,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,462850.0,2017-04-18,,2018-10-18,Permit Issued,47.64526635,-122.361194
2685,6556144,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,451470.0,2017-03-01,2017-12-04,2018-09-01,Permit Closed,47.56228035,-122.3930716
2688,6424837,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,458488.0,2014-11-04,,2019-05-04,Permit Issued,47.57798562,-122.4056889
2733,6424240,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,350136.0,2014-10-01,2015-10-16,2016-04-01,Permit Closed,47.67828308,-122.3856145
2737,6309865,Construction,COMMERCIAL,NEW,Plan Review,16184522.0,2016-06-22,,2019-06-22,Permit Issued,47.66503385,-122.312819
2744,6551496,Construction,MULTIFAMILY,NEW,Plan Review,460563.0,2018-03-05,,2019-09-05,Permit Issued,47.56241816,-122.3822853
2751,6352584,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,396137.0,2015-05-20,2017-08-08,2017-10-08,Permit Closed,47.51826396,-122.2871821
2758,6547484,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,293695.0,2017-07-21,,2019-01-21,Permit Issued,47.68221197,-122.393839
2762,6415501,Construction,MULTIFAMILY,NEW,Plan Review,984634.0,2015-04-02,2016-09-26,2016-10-02,Permit Finaled,47.6505287,-122.3745712
2765,6553261,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,427311.0,2017-05-03,,2018-11-03,Permit Issued,47.57151614,-122.3736443
2788,6430527,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,394562.0,2015-02-21,2016-08-16,2016-08-21,Permit Closed,47.54630381,-122.3654703
2796,6352834,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,294852.0,2013-04-30,2013-08-20,2014-10-30,Permit Closed,47.56849899,-122.3584764
2797,6414455,Construction,MULTIFAMILY,NEW,Plan Review,1094309.0,2016-02-12,2017-06-28,2017-08-12,Permit Finaled,47.60180895,-122.297002
2805,6514895,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,356324.0,2016-05-31,2017-05-18,2017-11-30,Permit Finaled,47.57048358,-122.2867865
2816,6366043,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,584801.0,2013-11-23,2015-11-13,2016-11-23,Permit Closed,47.63628517,-122.28914240000002
2828,6558042,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,419126.0,2017-04-20,2017-10-16,2018-10-20,Permit Closed,47.69506924,-122.28770690000002
2835,6332903,Construction,MULTIFAMILY,NEW,Plan Review,1399632.0,2013-11-12,2015-07-15,2016-11-12,Permit Closed,47.69321735,-122.35414140000002
2846,6315085,Construction,INSTITUTIONAL,NEW,Plan Review,11106354.0,2017-09-07,,2019-03-07,Permit Issued,47.60166252,-122.3376676
2847,6435808,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,393565.0,2015-05-02,2017-02-09,2018-05-02,Permit Closed,47.54140194,-122.2657377
2851,6449851,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,420280.0,2015-09-16,2017-03-15,2017-03-16,Permit Closed,47.5563594,-122.36102040000002
2853,6355953,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,286133.0,2013-07-30,2014-09-29,2015-01-30,Permit Closed,47.56413354,-122.2918023
2870,6358860,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,449665.0,2014-04-22,2015-02-11,2015-10-22,Permit Closed,47.51860427,-122.3880794
2886,6445991,Construction,INDUSTRIAL,NEW,Plan Review,1778616.0,2016-09-29,2018-01-25,2018-03-29,Permit Closed,47.56881722,-122.365913
2897,6559582,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,344692.0,2017-09-30,,2019-03-30,Permit Issued,47.59683453,-122.3078106
2899,6590383,Construction,MULTIFAMILY,NEW,Plan Review,1380198.0,2018-02-13,,2019-08-13,Permit Issued,47.69085334,-122.3052586
2904,6432893,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,345612.0,2015-05-27,,2016-11-27,Permit Issued,47.55125545,-122.3239642
2932,6500653,Construction,INSTITUTIONAL,NEW,Plan Review,33836059.0,2017-03-21,,2018-09-21,Permit Issued,47.62339887,-122.3419288
2933,6377911,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,315965.0,2013-11-02,2014-09-25,2015-05-02,Permit Closed,47.72959677,-122.3353037
2963,6468193,Construction,MULTIFAMILY,NEW,Plan Review,360188.0,2016-03-08,,2019-03-08,Permit Issued,47.695245,-122.3739282
2972,6551549,Construction,MULTIFAMILY,NEW,Plan Review,895611.0,2017-07-21,,2019-01-21,Permit Issued,47.67576302,-122.3545442
2980,6432382,Construction,COMMERCIAL,NEW,Plan Review,811353.0,2015-05-23,2016-08-10,2016-11-23,Permit Closed,47.59814527,-122.3147904
2991,6340787,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,319189.0,2013-07-25,2014-07-31,2015-01-25,Permit Closed,47.53720672,-122.26905790000002
3000,6413686,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,509049.0,2014-10-14,2015-10-23,2016-04-14,Permit Closed,47.68384852,-122.3465559
3001,6484192,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,316187.0,2015-12-11,2016-07-29,2017-06-11,Permit Closed,47.54808176,-122.3562381
3011,6384592,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,359069.0,2014-09-19,2015-11-05,2016-03-19,Permit Finaled,47.56939217,-122.2948706
3027,6359476,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,346007.0,2014-08-11,2015-11-06,2016-02-11,Permit Closed,47.6593204,-122.39412659999998
3064,6406703,Construction,MULTIFAMILY,NEW,Plan Review,586070.0,2014-09-13,2016-02-19,2016-03-13,Permit Finaled,47.63578344,-122.3714441
3066,6572661,Construction,MULTIFAMILY,NEW,Plan Review,886796.0,2018-01-11,,2019-07-11,Permit Issued,47.65118094,-122.34628870000002
3071,6495195,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,526315.0,2016-02-04,2016-10-31,2017-08-04,Permit Closed,47.67327757,-122.3837327
3072,6459262,Construction,MULTIFAMILY,NEW,Plan Review,10836537.0,2016-03-04,2017-09-28,2019-03-04,Permit Closed,47.62192794,-122.3576693
3090,6492051,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,401889.0,2016-05-04,,2017-11-04,Permit Issued,47.65847044,-122.3507979
3097,6487809,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,350823.0,2016-03-17,2016-11-08,2017-09-17,Permit Closed,47.51331351,-122.3778292
3099,6342027,Construction,MULTIFAMILY,NEW,Plan Review,959325.0,2015-06-25,2017-02-06,2016-12-25,Permit Closed,47.66407168,-122.3062553
3118,6353027,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,284992.0,2013-08-05,2014-04-24,2015-02-05,Permit Closed,47.63770274,-122.3237558
3123,6423734,Construction,COMMERCIAL,NEW,Plan Review,281194637.0,2016-02-16,,2017-08-16,Permit Issued,47.61457019,-122.3340078
3128,6475586,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,300000.0,2015-11-05,2016-11-16,2017-05-05,Permit Closed,47.68386165,-122.3455811
3129,6404259,Construction,INSTITUTIONAL,NEW,Plan Review,10483374.0,2015-12-21,,2018-11-21,Permit Issued,47.54700382,-122.3530885
3134,6467951,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,448779.0,2015-09-15,2017-04-28,2017-03-15,Permit Closed,47.6911393,-122.371215
3139,6585128,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,300000.0,2017-09-09,,2019-03-09,Permit Issued,47.67314953,-122.2706544
3152,6346503,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,507980.0,2013-04-30,2013-11-20,2014-10-30,Permit Closed,47.67132529,-122.2866103
3161,6580811,Construction,MULTIFAMILY,NEW,Plan Review,548412.0,2018-01-09,,2019-07-09,Permit Issued,47.59288067,-122.3020606
3183,6485509,Construction,COMMERCIAL,NEW,Plan Review,1721586.0,2017-02-14,,2018-08-14,Permit Issued,47.57371784,-122.3091716
3186,6423512,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,344501.0,2014-09-11,2015-04-06,2016-03-11,Permit Closed,47.69224664,-122.36897890000002
3189,6565874,Construction,MULTIFAMILY,NEW,Plan Review,365038.0,2017-08-03,,2019-02-03,Permit Issued,47.56186488,-122.3825313
3192,6460375,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,368008.0,2015-07-28,,2017-01-28,Permit Closed,47.66624076,-122.3679357
3196,6423039,Construction,MULTIFAMILY,NEW,Plan Review,513413.0,2015-06-29,2016-08-02,2016-12-29,Permit Closed,47.60337227,-122.3124101
3203,6566325,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,450376.0,2017-07-11,,2019-01-11,Permit Issued,47.57024504,-122.3600284
3206,6573211,Construction,MULTIFAMILY,NEW,Plan Review,636643.0,2017-11-16,,2019-05-16,Permit Issued,47.60338544,-122.3099113
3225,6539884,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,448271.0,2017-01-26,,2018-07-26,Permit Issued,47.56193976,-122.3979813
3250,6585135,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,453637.0,2017-09-30,,2019-03-30,Permit Issued,47.67295664,-122.2707854
3271,6412407,Construction,COMMERCIAL,NEW,Plan Review,504460.0,2015-06-30,2016-05-26,2016-12-30,Permit Closed,47.67849569,-122.3763486
3274,6372508,Construction,MULTIFAMILY,NEW,Plan Review,3193802.0,2014-07-23,2016-09-08,2016-01-23,Cert of Occupancy Authorized,47.61834052,-122.30917340000002
3322,6365215,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,597790.0,2014-06-10,,2018-12-10,Permit Issued,47.63321755,-122.3965888
3328,6456369,Construction,MULTIFAMILY,NEW,Plan Review,732436.0,2016-03-28,2017-04-06,2017-09-28,Permit Closed,47.60220629,-122.3110328
3331,6440461,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,485782.0,2015-11-06,,2017-05-06,Permit Issued,47.57918927,-122.3149569
3350,6415156,Construction,COMMERCIAL,NEW,Plan Review,3500000.0,2014-11-13,2017-05-08,2017-11-13,Permit Closed,47.54975322,-122.2576911
3363,6582132,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,323210.0,2018-01-05,,2019-07-05,Permit Issued,47.69002732,-122.2918373
3364,6549598,Construction,MULTIFAMILY,NEW,Plan Review,573607.0,2017-09-30,,2019-03-30,Permit Issued,47.65931526,-122.3211102
3366,6568255,Construction,MULTIFAMILY,NEW,Plan Review,1846997.0,2017-09-28,,2019-03-28,Permit Issued,47.66516568,-122.28072140000002
3371,6466232,Construction,MULTIFAMILY,NEW,Plan Review,600646.0,2016-08-25,,2018-02-25,Permit Issued,47.61692645,-122.3137723
3384,6399261,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,393334.0,2014-08-18,2015-04-24,2016-02-18,Permit Closed,47.68965191,-122.3512301
3398,6547293,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,616032.0,2017-08-17,,2019-02-17,Permit Issued,47.55168589,-122.3971866
3399,6325057,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,374116.0,2013-04-25,2014-12-10,2016-04-25,Permit Closed,47.54578216,-122.301217
3409,6523925,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,640547.0,2016-12-21,,2018-06-21,Permit Issued,47.67544249,-122.2753169
3416,6386150,Construction,MULTIFAMILY,NEW,Plan Review,413871.0,2014-02-16,2015-02-13,2015-08-16,Permit Closed,47.67606032,-122.3053851
3427,6449355,Construction,MULTIFAMILY,NEW,Plan Review,292180.0,2015-09-22,,2018-09-22,Permit Issued,47.56635442,-122.3635757
3433,6406697,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,357650.0,2014-09-13,2015-09-17,2016-03-13,Permit Closed,47.60641433,-122.2939584
3443,6353308,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,436571.0,2013-10-22,,2016-10-22,Permit Closed,47.64181604,-122.3266212
3453,6577018,Construction,MULTIFAMILY,NEW,Plan Review,883931.0,2017-07-06,,2019-01-06,Permit Issued,47.57606898,-122.41037040000002
3469,6572706,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,369997.0,2017-12-21,,2019-06-21,Permit Issued,47.55379752,-122.3076639
3474,6349296,Construction,MULTIFAMILY,NEW,Plan Review,743238.0,2013-06-12,2014-02-25,2014-12-12,Permit Closed,47.69030449,-122.378759
3497,6372434,Construction,INDUSTRIAL,NEW,Plan Review,1040125.0,2013-12-24,2015-11-19,2015-06-24,Permit Closed,47.57070622,-122.3301196
3511,6553268,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,330311.0,2017-05-03,,2018-11-03,Permit Issued,47.57183625,-122.3744176
3526,6364088,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,343380.0,2013-07-29,,2016-07-29,Permit Closed,47.5529176,-122.2930322
3531,6405217,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,343308.0,2014-07-18,2015-07-16,2016-01-18,Permit Closed,47.57847686,-122.3030689
3547,6400856,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,314469.0,2014-09-30,2015-07-01,2016-03-30,Permit Closed,47.58095786,-122.402442
3552,6437654,Construction,MULTIFAMILY,NEW,Plan Review,358842.0,2015-03-14,2016-12-22,2018-03-14,Permit Closed,47.6187636,-122.3065643
3566,6477664,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,438331.0,2016-09-14,2017-11-13,2018-03-14,Permit Closed,47.56120775,-122.26795990000002
3567,6338150,Construction,MULTIFAMILY,NEW,Plan Review,1866445.0,2015-02-07,2017-02-10,2018-02-07,Permit Closed,47.62615808,-122.3513117
3572,6367770,Construction,MULTIFAMILY,NEW,Plan Review,483517.0,2014-02-04,2015-04-15,2015-08-04,Permit Closed,47.65319834,-122.3476632
3600,6390510,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,271781.0,2014-05-22,2015-03-06,2015-11-22,Permit Closed,47.67571787,-122.3783106
3625,6402187,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,431347.0,2014-05-22,2015-02-23,2015-11-22,Permit Closed,47.57634185,-122.4125554
3632,6373764,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,368109.0,2014-11-01,2015-10-13,2016-05-01,Permit Closed,47.71682638,-122.3688881
3654,6596103,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,461164.0,2017-06-30,,2018-12-30,Permit Issued,47.57065349,-122.3600277
3662,6523926,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,376045.0,2016-10-10,2017-07-27,2018-04-10,Permit Closed,47.54388061,-122.2784023
3666,6511740,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,507290.0,2016-10-14,2017-09-05,2018-04-14,Permit Closed,47.64331716,-122.3912615
3670,6473480,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,348734.0,2016-02-09,,2017-08-09,Permit Issued,47.67184442,-122.3775121
3671,6571895,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,364455.0,2018-02-06,,2019-08-06,Permit Issued,47.61612720000001,-122.2910113
3679,6396553,Construction,MULTIFAMILY,NEW,Plan Review,407185.0,2015-04-23,2016-06-06,2016-10-23,Permit Closed,47.5696569,-122.3872119
3685,6471339,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,436652.0,2016-05-02,2017-08-29,2017-11-02,Permit Finaled,47.5589371,-122.363229
3688,6508086,Construction,SINGLE FAMILY / DUPLEX,NEW,Plan Review,375738.0,2016-07-17,2017-08-29,2018-01-17,Permit Finaled,47.65319232,-122.3561658
